db_id,assembly_accession,assembly_uid,genus_name,genus_db_id,genus_ncbi_id,species_name,species_db_id,species_ncbi_id
47215,GCF_000246055.1,544918,Leptospira,38,171,Leptospira interrogans,548,173
47317,GCF_000244015.1,475688,Leptospira,38,171,Leptospira interrogans,548,173
47426,GCF_000244695.2,571438,Leptospira,38,171,Leptospira interrogans,548,173
47686,GCF_000216655.1,543598,Leptospira,38,171,Leptospira interrogans,548,173
47769,GCF_000343535.1,630058,Leptospira,38,171,Leptospira interrogans,548,173
47910,GCF_001567835.1,645651,Leptospira,38,171,Leptospira interrogans,548,173
47978,GCF_000343225.1,629658,Leptospira,38,171,Leptospira interrogans,548,173
973,GCF_000013965.1,35068,Leptospira,38,171,Leptospira borgpetersenii,549,174
1097,GCF_001618585.1,724741,Leptospira,38,171,Leptospira borgpetersenii,549,174
1170,GCF_001618485.1,724691,Leptospira,38,171,Leptospira borgpetersenii,549,174
1413,GCF_000306415.1,570368,Leptospira,38,171,Leptospira borgpetersenii,549,174
2857,GCF_001568485.1,645961,Leptospira,38,171,Leptospira borgpetersenii,549,174
5057,GCF_001568295.1,645881,Leptospira,38,171,Leptospira borgpetersenii,549,174
7623,GCF_000244535.1,571108,Leptospira,38,171,Leptospira borgpetersenii,549,174
10347,GCF_000244075.1,572098,Leptospira,38,171,Leptospira borgpetersenii,549,174
10801,GCF_000346975.1,558028,Leptospira,38,171,Leptospira borgpetersenii,549,174
10878,GCF_000244835.1,69641,Leptospira,38,171,Leptospira borgpetersenii,549,174
13459,GCF_000758045.1,212711,Leptospira,38,171,Leptospira borgpetersenii,549,174
16300,GCF_000246695.1,614788,Leptospira,38,171,Leptospira borgpetersenii,549,174
17141,GCF_000342885.1,630158,Leptospira,38,171,Leptospira borgpetersenii,549,174
19701,GCF_001569455.1,646461,Leptospira,38,171,Leptospira borgpetersenii,549,174
21483,GCF_000306315.1,554488,Leptospira,38,171,Leptospira borgpetersenii,549,174
21875,GCF_000243775.1,571698,Leptospira,38,171,Leptospira borgpetersenii,549,174
22455,GCF_001569155.1,646301,Leptospira,38,171,Leptospira borgpetersenii,549,174
23236,GCF_001568445.1,645951,Leptospira,38,171,Leptospira borgpetersenii,549,174
23824,GCF_001618565.1,724731,Leptospira,38,171,Leptospira borgpetersenii,549,174
24758,GCF_001569145.1,646291,Leptospira,38,171,Leptospira borgpetersenii,549,174
26138,GCF_001568495.1,645971,Leptospira,38,171,Leptospira borgpetersenii,549,174
31197,GCF_001618445.1,724671,Leptospira,38,171,Leptospira borgpetersenii,549,174
31391,GCF_000243795.1,571738,Leptospira,38,171,Leptospira borgpetersenii,549,174
32380,GCF_000355135.1,630858,Leptospira,38,171,Leptospira borgpetersenii,549,174
32672,GCF_000353225.1,629338,Leptospira,38,171,Leptospira borgpetersenii,549,174
34093,GCF_000244255.2,38151,Leptospira,38,171,Leptospira borgpetersenii,549,174
37691,GCF_001568305.1,645871,Leptospira,38,171,Leptospira borgpetersenii,549,174
39296,GCF_001569485.1,646471,Leptospira,38,171,Leptospira borgpetersenii,549,174
39873,GCF_000306375.1,490288,Leptospira,38,171,Leptospira borgpetersenii,549,174
40601,GCF_001618525.1,724711,Leptospira,38,171,Leptospira borgpetersenii,549,174
41959,GCF_001444465.1,583711,Leptospira,38,171,Leptospira borgpetersenii,549,174
44949,GCF_000244495.1,475828,Leptospira,38,171,Leptospira borgpetersenii,549,174
46991,GCF_000244215.1,475768,Leptospira,38,171,Leptospira borgpetersenii,549,174
47336,GCF_000246555.1,614708,Leptospira,38,171,Leptospira borgpetersenii,549,174
47523,GCF_000013945.1,35048,Leptospira,38,171,Leptospira borgpetersenii,549,174
1769,GCF_001569215.1,646321,Leptospira,38,171,Leptospira noguchii,550,28182
3601,GCF_001569205.1,646331,Leptospira,38,171,Leptospira noguchii,550,28182
4375,GCF_000244775.1,571518,Leptospira,38,171,Leptospira noguchii,550,28182
8760,GCF_001569165.1,646311,Leptospira,38,171,Leptospira noguchii,550,28182
9523,GCF_000243535.2,38161,Leptospira,38,171,Leptospira noguchii,550,28182
11087,GCF_000350585.1,574598,Leptospira,38,171,Leptospira noguchii,550,28182
16048,GCF_001276935.1,477501,Leptospira,38,171,Leptospira noguchii,550,28182
18649,GCF_000350605.1,574618,Leptospira,38,171,Leptospira noguchii,550,28182
22000,GCF_001568325.1,645891,Leptospira,38,171,Leptospira noguchii,550,28182
28044,GCF_000243575.1,571458,Leptospira,38,171,Leptospira noguchii,550,28182
30241,GCF_000306195.1,570648,Leptospira,38,171,Leptospira noguchii,550,28182
33447,GCF_000216255.2,457768,Leptospira,38,171,Leptospira noguchii,550,28182
33825,GCF_000346655.1,566598,Leptospira,38,171,Leptospira noguchii,550,28182
41381,GCF_000306255.2,47991,Leptospira,38,171,Leptospira noguchii,550,28182
41841,GCF_001569225.1,646341,Leptospira,38,171,Leptospira noguchii,550,28182
1677,GCF_001568375.1,645901,Leptospira,38,171,Leptospira santarosai,551,28183
3366,GCF_000244555.1,475868,Leptospira,38,171,Leptospira santarosai,551,28183
4711,GCF_000244475.1,571018,Leptospira,38,171,Leptospira santarosai,551,28183
5230,GCF_001569335.1,646391,Leptospira,38,171,Leptospira santarosai,551,28183
6396,GCF_000244795.1,571598,Leptospira,38,171,Leptospira santarosai,551,28183
6486,GCF_000243835.1,571778,Leptospira,38,171,Leptospira santarosai,551,28183
6885,GCF_000244655.1,571338,Leptospira,38,171,Leptospira santarosai,551,28183
7300,GCF_001569295.1,646371,Leptospira,38,171,Leptospira santarosai,551,28183
11748,GCF_000244675.1,571378,Leptospira,38,171,Leptospira santarosai,551,28183
15071,GCF_000244615.1,571258,Leptospira,38,171,Leptospira santarosai,551,28183
15307,GCF_000306455.1,570608,Leptospira,38,171,Leptospira santarosai,551,28183
15349,GCF_000313175.2,375891,Leptospira,38,171,Leptospira santarosai,551,28183
15930,GCF_000306475.1,490368,Leptospira,38,171,Leptospira santarosai,551,28183
16332,GCF_001569285.1,646361,Leptospira,38,171,Leptospira santarosai,551,28183
16442,GCF_001569265.1,646351,Leptospira,38,171,Leptospira santarosai,551,28183
19126,GCF_000217455.2,572418,Leptospira,38,171,Leptospira santarosai,551,28183
19160,GCF_000246375.1,614668,Leptospira,38,171,Leptospira santarosai,551,28183
22557,GCF_000346915.1,557968,Leptospira,38,171,Leptospira santarosai,551,28183
22672,GCF_001568365.1,645911,Leptospira,38,171,Leptospira santarosai,551,28183
23251,GCF_001008335.1,340341,Leptospira,38,171,Leptospira santarosai,551,28183
23501,GCF_001008325.1,340331,Leptospira,38,171,Leptospira santarosai,551,28183
29348,GCF_000343395.1,630458,Leptospira,38,171,Leptospira santarosai,551,28183
30712,GCF_001584305.1,658601,Leptospira,38,171,Leptospira santarosai,551,28183
31282,GCF_000332435.1,554648,Leptospira,38,171,Leptospira santarosai,551,28183
34360,GCF_000246395.1,614688,Leptospira,38,171,Leptospira santarosai,551,28183
34548,GCF_000988105.1,329881,Leptospira,38,171,Leptospira santarosai,551,28183
35383,GCF_001569305.1,646381,Leptospira,38,171,Leptospira santarosai,551,28183
35462,GCF_000244575.1,571178,Leptospira,38,171,Leptospira santarosai,551,28183
35594,GCF_000244735.1,475908,Leptospira,38,171,Leptospira santarosai,551,28183
39057,GCF_000306575.1,570448,Leptospira,38,171,Leptospira santarosai,551,28183
41374,GCF_000332395.2,709638,Leptospira,38,171,Leptospira santarosai,551,28183
44650,GCF_000216275.1,572498,Leptospira,38,171,Leptospira santarosai,551,28183
47562,GCF_000348015.1,565228,Leptospira,38,171,Leptospira santarosai,551,28183
2399,GCF_000243595.1,577928,Leptospira,38,171,Leptospira weilii,552,28184
3160,GCF_000244355.1,570688,Leptospira,38,171,Leptospira weilii,552,28184
3438,GCF_000244815.1,554528,Leptospira,38,171,Leptospira weilii,552,28184
3587,GCF_000246655.1,614748,Leptospira,38,171,Leptospira weilii,552,28184
5942,GCF_000246635.1,614728,Leptospira,38,171,Leptospira weilii,552,28184
6610,GCF_000243995.1,571978,Leptospira,38,171,Leptospira weilii,552,28184
9798,GCF_001568915.1,646171,Leptospira,38,171,Leptospira weilii,552,28184
11353,GCF_001568415.1,645921,Leptospira,38,171,Leptospira weilii,552,28184
12914,GCF_001569365.1,646401,Leptospira,38,171,Leptospira weilii,552,28184
15045,GCF_001568405.1,645931,Leptospira,38,171,Leptospira weilii,552,28184
16259,GCF_001569375.1,646411,Leptospira,38,171,Leptospira weilii,552,28184
24474,GCF_001569525.1,646481,Leptospira,38,171,Leptospira weilii,552,28184
31112,GCF_001569385.1,646421,Leptospira,38,171,Leptospira weilii,552,28184
32809,GCF_000217475.2,572378,Leptospira,38,171,Leptospira weilii,552,28184
38010,GCF_001568905.1,646181,Leptospira,38,171,Leptospira weilii,552,28184
43389,GCF_000216315.1,467028,Leptospira,38,171,Leptospira weilii,552,28184
2945,GCF_001569395.1,646431,Leptospira,38,171,Leptospira alstonii,553,28452
22073,GCF_001568455.1,645941,Leptospira,38,171,Leptospira alstonii,553,28452
30575,GCF_000347175.1,558228,Leptospira,38,171,Leptospira alstonii,553,28452
32359,GCF_000332555.2,48011,Leptospira,38,171,Leptospira alstonii,553,28452
46352,GCF_001569445.1,646441,Leptospira,38,171,Leptospira alstonii,553,28452
51,GCF_000243915.1,475668,Leptospira,38,171,Leptospira kirschneri,555,29507
3380,GCF_000246155.1,614568,Leptospira,38,171,Leptospira kirschneri,555,29507
4653,GCF_000347015.1,558068,Leptospira,38,171,Leptospira kirschneri,555,29507
5699,GCF_000246355.1,614648,Leptospira,38,171,Leptospira kirschneri,555,29507
6189,GCF_000343555.1,630138,Leptospira,38,171,Leptospira kirschneri,555,29507
6919,GCF_000306175.1,490448,Leptospira,38,171,Leptospira kirschneri,555,29507
7236,GCF_000306395.1,490268,Leptospira,38,171,Leptospira kirschneri,555,29507
7394,GCF_000243855.1,475628,Leptospira,38,171,Leptospira kirschneri,555,29507
11883,GCF_001401895.1,554181,Leptospira,38,171,Leptospira kirschneri,555,29507
16688,GCF_000246295.1,614608,Leptospira,38,171,Leptospira kirschneri,555,29507
17704,GCF_000243655.2,571538,Leptospira,38,171,Leptospira kirschneri,555,29507
20420,GCF_000243615.1,475588,Leptospira,38,171,Leptospira kirschneri,555,29507
20433,GCF_000244515.1,475848,Leptospira,38,171,Leptospira kirschneri,555,29507
23484,GCF_000243695.2,38141,Leptospira,38,171,Leptospira kirschneri,555,29507
29832,GCF_000243875.1,571818,Leptospira,38,171,Leptospira kirschneri,555,29507
30470,GCF_000342725.1,649798,Leptospira,38,171,Leptospira kirschneri,555,29507
31678,GCF_000246675.1,614768,Leptospira,38,171,Leptospira kirschneri,555,29507
36831,GCF_000306595.1,570408,Leptospira,38,171,Leptospira kirschneri,555,29507
38761,GCF_000772835.2,476071,Leptospira,38,171,Leptospira kirschneri,555,29507
40994,GCF_000246175.1,614588,Leptospira,38,171,Leptospira kirschneri,555,29507
41733,GCF_000306555.1,570528,Leptospira,38,171,Leptospira kirschneri,555,29507
42052,GCF_000347235.1,558288,Leptospira,38,171,Leptospira kirschneri,555,29507
42152,GCF_000306515.1,490348,Leptospira,38,171,Leptospira kirschneri,555,29507
44170,GCF_000347215.1,558268,Leptospira,38,171,Leptospira kirschneri,555,29507
44799,GCF_000246335.1,614628,Leptospira,38,171,Leptospira kirschneri,555,29507
11258,GCF_000304275.1,443838,Leptospira,38,171,Leptospira meyeri,556,29508
41900,GCF_000347075.1,558128,Leptospira,38,171,Leptospira meyeri,556,29508
7257,GCF_000244715.1,475888,Leptospira,38,171,Leptospira licerasiae,554,447106
35143,GCF_000244755.1,475928,Leptospira,38,171,Leptospira licerasiae,554,447106
38059,GCF_000216455.1,319628,Leptospira,38,171,Leptospira licerasiae,554,447106
40394,GCF_000526875.1,96251,Leptospira,38,171,Leptospira licerasiae,554,447106
20445,GCF_000306335.1,490308,Leptospira,38,171,Leptospira mayottensis,557,1137606
26233,GCF_000306675.1,570248,Leptospira,38,171,Leptospira mayottensis,557,1137606
22003,GCF_001280545.1,479421,Leptospirillum,39,179,Leptospirillum ferriphilum,558,178606
24117,GCF_000695975.1,180681,Leptospirillum,39,179,Leptospirillum ferriphilum,558,178606
44993,GCF_000299235.1,452058,Leptospirillum,39,179,Leptospirillum ferriphilum,558,178606
10526,GCF_000404045.1,701768,Azospirillum,43,191,Azospirillum brasilense,562,192
11165,GCF_001315015.1,502831,Azospirillum,43,191,Azospirillum brasilense,562,192
19520,GCF_000632475.1,182751,Azospirillum,43,191,Azospirillum brasilense,562,192
27733,GCF_001305595.1,498211,Azospirillum,43,191,Azospirillum thiophilum,563,528244
36778,GCF_000960825.1,315761,Azospirillum,43,191,Azospirillum thiophilum,563,528244
79,GCF_001545345.1,634191,Campylobacter,45,194,Campylobacter coli,565,195
451,GCF_001545355.1,634221,Campylobacter,45,194,Campylobacter coli,565,195
548,GCF_000314125.1,626528,Campylobacter,45,194,Campylobacter coli,565,195
627,GCF_000314305.1,626688,Campylobacter,45,194,Campylobacter coli,565,195
693,GCF_000253415.1,480048,Campylobacter,45,194,Campylobacter coli,565,195
713,GCF_001419005.1,562781,Campylobacter,45,194,Campylobacter coli,565,195
825,GCF_001237285.1,456001,Campylobacter,45,194,Campylobacter coli,565,195
834,GCF_001417325.1,561941,Campylobacter,45,194,Campylobacter coli,565,195
913,GCF_001416925.1,561751,Campylobacter,45,194,Campylobacter coli,565,195
1024,GCF_000314045.1,626448,Campylobacter,45,194,Campylobacter coli,565,195
1075,GCF_000314505.1,626888,Campylobacter,45,194,Campylobacter coli,565,195
1088,GCF_000253755.1,480388,Campylobacter,45,194,Campylobacter coli,565,195
1254,GCF_001516815.2,632731,Campylobacter,45,194,Campylobacter coli,565,195
1294,GCF_000505625.1,85301,Campylobacter,45,194,Campylobacter coli,565,195
1678,GCF_000321325.1,626428,Campylobacter,45,194,Campylobacter coli,565,195
1955,GCF_000253775.1,480408,Campylobacter,45,194,Campylobacter coli,565,195
2240,GCF_000253815.2,545391,Campylobacter,45,194,Campylobacter coli,565,195
2271,GCF_000253855.2,545411,Campylobacter,45,194,Campylobacter coli,565,195
2361,GCF_000254075.1,480708,Campylobacter,45,194,Campylobacter coli,565,195
2595,GCF_001291725.1,485121,Campylobacter,45,194,Campylobacter coli,565,195
2608,GCF_001579545.1,656041,Campylobacter,45,194,Campylobacter coli,565,195
2744,GCF_001419605.1,563081,Campylobacter,45,194,Campylobacter coli,565,195
2892,GCF_001291665.1,485091,Campylobacter,45,194,Campylobacter coli,565,195
2957,GCF_000505605.1,85291,Campylobacter,45,194,Campylobacter coli,565,195
3116,GCF_001442395.1,582621,Campylobacter,45,194,Campylobacter coli,565,195
3373,GCF_001291945.1,485231,Campylobacter,45,194,Campylobacter coli,565,195
3455,GCF_001540985.1,631751,Campylobacter,45,194,Campylobacter coli,565,195
3786,GCF_001417035.1,561801,Campylobacter,45,194,Campylobacter coli,565,195
3815,GCF_000254055.1,480688,Campylobacter,45,194,Campylobacter coli,565,195
3973,GCF_001416775.1,561671,Campylobacter,45,194,Campylobacter coli,565,195
4002,GCF_001492295.1,607641,Campylobacter,45,194,Campylobacter coli,565,195
4067,GCF_001442045.1,582471,Campylobacter,45,194,Campylobacter coli,565,195
4365,GCF_000254095.1,480728,Campylobacter,45,194,Campylobacter coli,565,195
4784,GCF_000531565.1,98521,Campylobacter,45,194,Campylobacter coli,565,195
4935,GCF_001441915.1,582411,Campylobacter,45,194,Campylobacter coli,565,195
4980,GCF_000253455.1,480088,Campylobacter,45,194,Campylobacter coli,565,195
5192,GCF_001545275.1,634161,Campylobacter,45,194,Campylobacter coli,565,195
5324,GCF_001292225.1,485371,Campylobacter,45,194,Campylobacter coli,565,195
5774,GCF_001417385.1,561971,Campylobacter,45,194,Campylobacter coli,565,195
5870,GCF_001417255.1,561911,Campylobacter,45,194,Campylobacter coli,565,195
6096,GCF_001227865.1,451291,Campylobacter,45,194,Campylobacter coli,565,195
6187,GCF_001419145.1,562851,Campylobacter,45,194,Campylobacter coli,565,195
6314,GCF_001419395.1,562981,Campylobacter,45,194,Campylobacter coli,565,195
6570,GCF_000314025.1,626468,Campylobacter,45,194,Campylobacter coli,565,195
6580,GCF_000583775.1,124761,Campylobacter,45,194,Campylobacter coli,565,195
6693,GCF_001292325.1,485421,Campylobacter,45,194,Campylobacter coli,565,195
6770,GCF_001417225.1,561891,Campylobacter,45,194,Campylobacter coli,565,195
7635,GCF_001291605.1,485061,Campylobacter,45,194,Campylobacter coli,565,195
7641,GCF_001236965.1,455841,Campylobacter,45,194,Campylobacter coli,565,195
7681,GCF_001416935.1,561741,Campylobacter,45,194,Campylobacter coli,565,195
8073,GCF_001417125.1,561841,Campylobacter,45,194,Campylobacter coli,565,195
8143,GCF_001416765.1,561681,Campylobacter,45,194,Campylobacter coli,565,195
8164,GCF_000470055.1,65131,Campylobacter,45,194,Campylobacter coli,565,195
8357,GCF_001237325.1,456021,Campylobacter,45,194,Campylobacter coli,565,195
8423,GCF_001416985.1,561771,Campylobacter,45,194,Campylobacter coli,565,195
8518,GCF_001417415.1,561991,Campylobacter,45,194,Campylobacter coli,565,195
8668,GCF_001291625.1,485071,Campylobacter,45,194,Campylobacter coli,565,195
8848,GCF_001292165.1,485341,Campylobacter,45,194,Campylobacter coli,565,195
9665,GCF_000314205.1,626588,Campylobacter,45,194,Campylobacter coli,565,195
9766,GCF_000314145.1,649758,Campylobacter,45,194,Campylobacter coli,565,195
10510,GCF_001419585.1,563071,Campylobacter,45,194,Campylobacter coli,565,195
10531,GCF_001228685.1,451701,Campylobacter,45,194,Campylobacter coli,565,195
10676,GCF_000253935.1,480568,Campylobacter,45,194,Campylobacter coli,565,195
10825,GCF_001442195.1,582511,Campylobacter,45,194,Campylobacter coli,565,195
11223,GCF_001291545.1,485031,Campylobacter,45,194,Campylobacter coli,565,195
11230,GCF_001442405.1,582611,Campylobacter,45,194,Campylobacter coli,565,195
11234,GCF_001419325.1,562941,Campylobacter,45,194,Campylobacter coli,565,195
11342,GCF_001442175.1,582501,Campylobacter,45,194,Campylobacter coli,565,195
11356,GCF_001292365.1,485441,Campylobacter,45,194,Campylobacter coli,565,195
12240,GCF_000314105.1,626508,Campylobacter,45,194,Campylobacter coli,565,195
12383,GCF_001292505.1,485511,Campylobacter,45,194,Campylobacter coli,565,195
12677,GCF_001292425.1,485471,Campylobacter,45,194,Campylobacter coli,565,195
12892,GCF_000253475.1,480108,Campylobacter,45,194,Campylobacter coli,565,195
12988,GCF_001292405.1,485461,Campylobacter,45,194,Campylobacter coli,565,195
13139,GCF_001292105.1,485311,Campylobacter,45,194,Campylobacter coli,565,195
13710,GCF_001419455.1,563001,Campylobacter,45,194,Campylobacter coli,565,195
13937,GCF_000253535.1,480168,Campylobacter,45,194,Campylobacter coli,565,195
14055,GCF_001226885.1,450801,Campylobacter,45,194,Campylobacter coli,565,195
14560,GCF_001229385.1,452051,Campylobacter,45,194,Campylobacter coli,565,195
14640,GCF_001239665.1,457201,Campylobacter,45,194,Campylobacter coli,565,195
14797,GCF_001225605.1,450161,Campylobacter,45,194,Campylobacter coli,565,195
14919,GCF_001291485.1,485001,Campylobacter,45,194,Campylobacter coli,565,195
